Accession,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Molecule_type,Length,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date
MG840603,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDgz/GZ11607/2016(Indonesia),Dengue virus,ssRNA(+),1457,China,China,,Homo sapiens,blood,2016
MG840604,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDgz/GZ12458/2016(Indonesia),Dengue virus,ssRNA(+),1465,China,China,,Homo sapiens,blood,2016
MG840605,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDgz/GZ18674/2016,Dengue virus,ssRNA(+),1457,China,China,,Homo sapiens,blood,2016
MG840606,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDgz/GZ18852/2016(Thailand),Dengue virus,ssRNA(+),1463,China,China,,Homo sapiens,blood,2016
MG840607,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDgz/GZ18853/2016(Thailand),Dengue virus,ssRNA(+),1463,China,China,,Homo sapiens,blood,2016
MG840608,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDgz/GZ19523/2016(Vietnam),Dengue virus,ssRNA(+),1463,China,China,,Homo sapiens,blood,2016
MG840609,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDgz/GZ19889/2016,Dengue virus,ssRNA(+),1466,China,China,,Homo sapiens,blood,2016
MG840610,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDgz/GZ19922/2016,Dengue virus,ssRNA(+),1466,China,China,,Homo sapiens,blood,2016
MG840611,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDgz/D17007/2017(Thailand),Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2017
MG840612,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDgz/D17006/2017(Maldives),Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2017
MG840613,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDsz/D17013/2017(Thailand),Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2017
MG840614,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDzq/D17024/2017(Malaysia),Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2017
MG840615,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDsz/D17027/2017,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2017
MG840616,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDsz/D17029/2017(Malaysia),Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2017
MG840617,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDfs/D17025/2017(Maldives),Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2017
MG840618,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDzh/D17038/2017(Malaysia),Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2017
MG840619,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDzh/D17040/2017(Malaysia),Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2017
MG840620,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDfs/D17043/2017,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2017
MG840621,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDcz/D17045/2017(Thailand),Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2017
MG840622,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDgz/D17050/2017,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2017
MG840623,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDgz/D17051/2017,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2017
MG840624,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDfs/D17052/2017,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2017
MG840625,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDfs/D17069/2017,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2017
MG840626,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDfs/D17071/2017,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2017
MG840627,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDfs/D17072/2017(Srilanka),Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2017
MG840628,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDfs/D17073/2017(Srilanka),Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2017
MG840629,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDfs/D17079/2017,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2017
MG840630,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDgz/D17080/2017(Maldives),Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2017
MG840631,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDgz/D17081/2017,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2017
MG840632,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDgz/D17082/2017,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2017
MG840633,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDfs/D17095/2017,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2017
MG840634,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDfs/D17096/2017,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2017
MG840635,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDfs/D17097/2017,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2017
MG840636,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDfs/D17105/2017,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2017
MG840637,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDgz/D17119/2017(jiangxi),Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2017
MG840638,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDfs/D17315/2017(Pakistan),Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2017
MG840639,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDgz/D17431/2017,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2017
MG840640,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDzj/D17338/2017(foshan),Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2017
MG840641,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDzs/D17502/2017,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2017
MG840642,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDzs/D17504/2017,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2017
MG840643,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDyf/D17618/2017,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2017
MG840644,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDyf/D17621/2017,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2017
MG840645,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDyf/D17625/2017,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2017
MG840646,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDyf/D17631/2017,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2017
MG840647,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDst/D17638/2017,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2017
MG840648,"De,W., Huan,Z., Xin,Z., Huiqiong,Z., Qiqi,T.","Institue of Pathogenic microbiology, Center for disease control and prevention of Guangdong provnce",China,2019-12-31T00:00:00Z,D2/China/GDst/D17639/2017,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2017
MN715881,"Sankoju,P., Addlagatta,A.","CSIR-IICT, Applied Biology",India,2019-12-18T00:00:00Z,IICT/DENV2/2018/1,Dengue virus,ssRNA(+),476,"India: Hyderabad, Telangana",India,,Homo sapiens,blood,2018-09
MK517748,"Liao,F., Chen,H., Xie,J., Zhan,S., Pan,P., Lao,Z., Fan,Y., Lin,L., Lai,Y., Lin,S., Wu,J., Liu,X., Li,G., Lao,Z.Z., Lai,Y.Y., Chen,H.H., Xie,J.J.","Laboratory Animal Center, Guangzhou University of Chinese Medicine",China,2019-11-29T00:00:00Z,4-49,Dengue virus,ssRNA(+),1485,China: Guangzhou,China,,Homo sapiens,,2018-09-25
MK517749,"Liao,F., Chen,H., Xie,J., Zhan,S., Pan,P., Lao,Z., Fan,Y., Lin,L., Lai,Y., Lin,S., Wu,J., Liu,X., Li,G., Lao,Z.Z., Lai,Y.Y., Chen,H.H., Xie,J.J.","Laboratory Animal Center, Guangzhou University of Chinese Medicine",China,2019-11-29T00:00:00Z,6-146,Dengue virus,ssRNA(+),1485,China: Guangzhou,China,,Homo sapiens,,2018-10-06
MK517750,"Liao,F., Chen,H., Xie,J., Zhan,S., Pan,P., Lao,Z., Fan,Y., Lin,L., Lai,Y., Lin,S., Wu,J., Liu,X., Li,G., Lao,Z.Z., Lai,Y.Y., Chen,H.H., Xie,J.J.","Laboratory Animal Center, Guangzhou University of Chinese Medicine",China,2019-11-29T00:00:00Z,2-40,Dengue virus,ssRNA(+),1485,China: Guangzhou,China,,Homo sapiens,,2018-09-24
MK517751,"Liao,F., Chen,H., Xie,J., Zhan,S., Pan,P., Lao,Z., Fan,Y., Lin,L., Lai,Y., Lin,S., Wu,J., Liu,X., Li,G., Lao,Z.Z., Lai,Y.Y., Chen,H.H., Xie,J.J.","Laboratory Animal Center, Guangzhou University of Chinese Medicine",China,2019-11-29T00:00:00Z,5-141,Dengue virus,ssRNA(+),1485,China: Guangzhou,China,,Homo sapiens,,2018-10-06
MK517752,"Liao,F., Chen,H., Xie,J., Zhan,S., Pan,P., Lao,Z., Fan,Y., Lin,L., Lai,Y., Lin,S., Wu,J., Liu,X., Li,G., Lao,Z.Z., Lai,Y.Y., Chen,H.H., Xie,J.J.","Laboratory Animal Center, Guangzhou University of Chinese Medicine",China,2019-11-29T00:00:00Z,3-44,Dengue virus,ssRNA(+),1485,China: Guangzhou,China,,Homo sapiens,,2018-09-25
MH891768,"Sabeena,S., Devadiga,S., Jagadesh,A., Bhandari,Y., Shetty,U., Arunkumar,G.","Manipal Academy of Higher Education (MAHE), Manipal Centre for Virus Research",India,2019-11-10T00:00:00Z,MCVR2188AB/2016,Dengue virus,ssRNA(+),10716,"India: Sonapur, Assam",India,,Homo sapiens,blood,2016-10-26
MH891770,"Sabeena,S., Devadiga,S., Jagadesh,A., Bhandari,Y., Shetty,U., Arunkumar,G.","Manipal Academy of Higher Education (MAHE), Manipal Centre for Virus Research",India,2019-11-10T00:00:00Z,MCVR7291AD/2018,Dengue virus,ssRNA(+),10446,"India: Shimoga, Karnataka",India,,Homo sapiens,blood,2018-04-23
MH891772,"Sabeena,S., Devadiga,S., Jagadesh,A., Bhandari,Y., Shetty,U., Arunkumar,G.","Manipal Academy of Higher Education (MAHE), Manipal Centre for Virus Research",India,2019-11-10T00:00:00Z,MCVR1233AD/2017,Dengue virus,ssRNA(+),10510,"India: Sonapur, Assam",India,,Homo sapiens,blood,2017-10-12
MK829112,"Shivlata,L., Mahesh,S., Vishwakarma,L., Barde,P.V.","ICMR-NIRTH, Jabalpur, Division Virology and Zooneses",India,2019-10-31T00:00:00Z,12/18/2458,Dengue virus,ssRNA(+),459,India,India,,Homo sapiens,,2018-08
MK829113,"Shivlata,L., Mahesh,S., Vishwakarma,L., Barde,P.V.","ICMR-NIRTH, Jabalpur, Division Virology and Zooneses",India,2019-10-31T00:00:00Z,12/18/2463,Dengue virus,ssRNA(+),477,India,India,,Homo sapiens,,2018-08
MK829115,"Shivlata,L., Mahesh,S., Vishwakarma,L., Barde,P.V.","ICMR-NIRTH, Jabalpur, Division Virology and Zooneses",India,2019-10-31T00:00:00Z,12/18/2489,Dengue virus,ssRNA(+),507,India,India,,Homo sapiens,,2018-08
MK829117,"Shivlata,L., Mahesh,S., Vishwakarma,L., Barde,P.V.","ICMR-NIRTH, Jabalpur, Division Virology and Zooneses",India,2019-10-31T00:00:00Z,12/18/2507,Dengue virus,ssRNA(+),459,India,India,,Homo sapiens,,2018-08
MK829118,"Shivlata,L., Mahesh,S., Vishwakarma,L., Barde,P.V.","ICMR-NIRTH, Jabalpur, Division Virology and Zooneses",India,2019-10-31T00:00:00Z,12/18/2510,Dengue virus,ssRNA(+),498,India,India,,Homo sapiens,,2018-08
MK829121,"Shivlata,L., Mahesh,S., Vishwakarma,L., Barde,P.V.","ICMR-NIRTH, Jabalpur, Division Virology and Zooneses",India,2019-10-31T00:00:00Z,12/18/5048,Dengue virus,ssRNA(+),489,India,India,,Homo sapiens,,2018-10
MK829122,"Shivlata,L., Mahesh,S., Vishwakarma,L., Barde,P.V.","ICMR-NIRTH, Jabalpur, Division Virology and Zooneses",India,2019-10-31T00:00:00Z,12/18/5437,Dengue virus,ssRNA(+),483,India,India,,Homo sapiens,,2018-10
MK829125,"Shivlata,L., Mahesh,S., Vishwakarma,L., Barde,P.V.","ICMR-NIRTH, Jabalpur, Division Virology and Zooneses",India,2019-10-31T00:00:00Z,12/18/5938,Dengue virus,ssRNA(+),486,India,India,,Homo sapiens,,2018-11
MK829131,"Shivlata,L., Mahesh,S., Vishwakarma,L., Barde,P.V.","ICMR-NIRTH, Jabalpur, Division Virology and Zooneses",India,2019-10-31T00:00:00Z,12/18/6446,Dengue virus,ssRNA(+),507,India,India,,Homo sapiens,,2018-12
MN507635,"Prajapati,S., Napit,R., Bastola,A., Rauniyar,R., Shrestha,S., Lamsal,M., Bhandari,P., Yadav,S.R., Manandhar,K.D.","Tribhuwan University, Central Department of biotechnology",Nepal,2019-10-23T00:00:00Z,Nep48,Dengue virus,ssRNA(+),871,Nepal,Nepal,,Homo sapiens,blood,2017-09-20
MN507636,"Prajapati,S., Napit,R., Bastola,A., Rauniyar,R., Shrestha,S., Lamsal,M., Bhandari,P., Yadav,S.R., Manandhar,K.D.","Tribhuwan University, Central Department of biotechnology",Nepal,2019-10-23T00:00:00Z,Nep50,Dengue virus,ssRNA(+),879,Nepal,Nepal,,Homo sapiens,blood,2017-09-20
MN507637,"Prajapati,S., Napit,R., Bastola,A., Rauniyar,R., Shrestha,S., Lamsal,M., Bhandari,P., Yadav,S.R., Manandhar,K.D.","Tribhuwan University, Central Department of biotechnology",Nepal,2019-10-23T00:00:00Z,Nep9,Dengue virus,ssRNA(+),886,Nepal,Nepal,,Homo sapiens,blood,2017-11-12
MN328061,"Saha,S., Malaker,R., Sajib,M.S.I., Hasanuzzaman,M., DeRisi,J.L., Saha,S.K.","Child Health Research Foundation, Microbiology",Bangladesh,2019-10-02T00:00:00Z,CHRF_DenV002,Dengue virus,ssRNA(+),10699,Bangladesh,Bangladesh,,Homo sapiens,blood,2019-07-29
MN365202,"Hirani,N., Joshi,A., Pandey,S., Chugh,M.","Grant Government Medical College, Sir JJ Group of Hospitals, Department of Microbiology",India,2019-10-02T00:00:00Z,JJ101.553775,Dengue virus,ssRNA(+),503,India,India,,Homo sapiens,,2018-09-19
MN365206,"Hirani,N., Joshi,A., Pandey,S., Chugh,M.","Grant Government Medical College, Sir JJ Group of Hospitals, Department of Microbiology",India,2019-10-02T00:00:00Z,JJ133.2545412,Dengue virus,ssRNA(+),257,India,India,,Homo sapiens,,2018-09-29
MN365215,"Hirani,N., Joshi,A., Pandey,S., Chugh,M.","Grant Government Medical College, Sir JJ Group of Hospitals, Department of Microbiology",India,2019-10-02T00:00:00Z,JJ195.2510108,Dengue virus,ssRNA(+),257,India,India,,Homo sapiens,,2018-08-21
MN365222,"Hirani,N., Joshi,A., Pandey,S., Chugh,M.","Grant Government Medical College, Sir JJ Group of Hospitals, Department of Microbiology",India,2019-10-02T00:00:00Z,JJ42.1940187,Dengue virus,ssRNA(+),257,India,India,,Homo sapiens,,2018-11-06
